id,y_2005,y_2006,y_2007,y_2008,y_2009,y_2010,y_2011,y_2012,y_2013,y_2014,y_2015
370630018023,107.41,109.53,96.39,108.08,95.29,81.05,70.33,81.64,85.64,88.79,61.57
370630010023,91.35,65.43,47.51,71.78,55.11,52.33,36.44,23.02,37.6,29.29,40.89
370630010022,86.22,59.16,76.97,96.82,65.38,31.16,59.02,39.52,49.45,27.77,67.73
370630017092,93.64,87.81,100.65,83,25.14,,39.84,36.76,61.05,61.66,74.88
370630020181,133.6,114.57,123.68,206.97,153.79,153.91,141.35,154.49,135.62,125.35,138.1
370630002001,115.83,95.11,121.03,67.23,125.03,95.55,104.87,100.85,117.31,91.95,103.51
370630020091,85.78,91.27,85.78,98.38,79.84,56.41,86.47,60.84,32.36,46.81,62.3
370630020092,102.09,88.08,69.81,94.47,99.41,100.74,44.99,73.14,64.12,73.75,60.71
370630016033,112.56,115.93,114.32,113.47,108.47,105.35,101.78,92.71,91.79,108.02,87.69
370630021002,115.01,119.64,115.58,124.51,114.59,107.2,102.91,91.1,102.92,103.69,114.09
370630016042,115.44,126.5,116.28,103.75,110.01,106.57,99.53,97.75,108.64,105.42,100.31
370630020131,112.48,109.93,106.24,101.25,92.72,100.74,100.18,99.73,100.59,105.46,83.92
370630017052,131.3,118.32,124.8,127.15,122.55,117.75,91.38,118.45,111.62,118.52,103.61
370630018015,97.07,102.14,104.49,113.49,101.31,76.83,97.93,116.17,100.47,118.98,119.05
370630017112,72.89,72.78,97.24,91.06,92.56,84.98,38.88,99.56,82.89,83.25,83.66
370630017053,116.02,116.04,101.37,98.21,107.12,106.24,82.05,94.14,96.37,93.44,87.6
370630005004,78.22,107.66,83.96,56.26,82.42,100.69,94.22,66.92,40.59,91.9,65.79
370630006001,130.27,121.8,127.34,144.51,134.33,129.63,138.65,136.32,139.83,137.01,130.58
370630001012,105.51,91.02,102.28,105.45,110.62,85.99,118.22,98.38,93.53,83.76,68.78
370630018092,125.67,126.29,114.99,110.81,111.95,107.44,104.44,99.68,104.74,100.22,105.33
370630020192,19.18,88.96,20.39,17.48,18.87,49.22,28.08,175.81,161.35,25,20.69
370630022001,37.2,25.94,36.69,47.97,57.27,15.56,17.92,22.34,114.52,9.8,11.81
370630020202,130.84,131.53,133.09,123.96,118.96,120.58,118.84,115.89,122.35,117.75,116.66
370630020262,109.06,112.67,110.65,108.88,105.65,104.17,96.58,93.96,87.67,88.67,89.79
370630020271,112.23,121.26,113.78,90.74,98.7,92.79,90.63,84.54,84.06,94.94,91.9
370630001022,120.26,100.93,116.66,126.53,116.26,119.82,111.21,117.11,125.29,136.93,126.3
370630006003,142.54,132.62,147.87,161.09,157.07,175.33,148.15,145.39,159.81,172.36,
370630015023,12.62,116.83,11.27,78.21,9.96,98.2,11.85,95.38,54.65,109.84,5.51
370630015024,,,,,,,,,,,
370630017062,122.21,109.53,118.68,103.22,111.82,108.17,100.1,118.28,103.58,96.59,87.98
370630017074,133.01,136.96,131.86,117.93,120.02,122.59,114.97,105.8,109.45,114.28,114.97
370630017075,189.37,215.9,193.86,145.98,162.79,176.6,146.72,148.21,129.8,140.92,172.62
370630018061,115.3,113.58,96.82,103.32,109.35,128.43,100.33,96.72,98.85,89.82,119.2
370630018062,100.7,100.89,94.66,88.27,90.73,84.88,78.24,77.21,84.52,82.48,85.02
370630018073,112.82,108.02,102.72,98.54,96.88,97.32,81,86.54,86.7,83.07,86.76
370630018082,96.33,97.89,116.56,106.74,111.78,107.02,92.33,91,92.01,95.91,100
370630018091,120.85,121,117.42,106.11,110.91,100.02,95.62,106.22,94.93,99.74,89.38
370630020153,,181.18,64.75,,,,,1183.74,,,179.49
370630002002,79.95,72.9,60.64,124.13,70.88,85.87,122.32,118.81,54.67,117.38,112.45
370630018021,114.37,90.34,99.63,112.57,87.22,67.03,27.1,41.92,50.48,77.68,86.24
370630020162,134.52,27.5,129.78,155.43,126.1,134.37,123.9,121.43,137.38,156.27,156.05
370630020173,129.3,140.12,139.72,133.69,122.6,122.1,124.11,115.95,126.61,129.35,121.7
370630020183,141.85,137.23,145.25,132.78,129.1,118.7,116.75,107.16,119,120.42,117.91
370630020191,187.84,185.71,185.93,186.58,8.52,167.16,164.96,151.56,142.75,149.31,
370630020193,155.94,160.71,162.18,163.58,146.4,154.36,134.18,149.09,139.57,137.99,138.09
370630020201,140.47,138.32,135.58,135.79,130.47,127.35,120.06,117.63,116.14,120.23,119.05
370639801001,,,,,,,,,,,
370630015011,,,,,,,,,,,
370630015031,,,,,,,,,,,
